paper:title,paper:doi,paper:research_field,orkg:P78000,orkg:P78001,orkg:P78002,orkg:P78003,orkg:P78005,orkg:P78006,orkg:P78007,orkg:P78008,orkg:P78009,orkg:P78010,orkg:P78011,orkg:P78012,orkg:P78013,orkg:P78014,orkg:P78015
Postle_2006_JCognNeurosci_17014375.pdf,10.1162/jocn.2006.18.10.1712,R61,orkg:R254150,4.3,orkg:R254179,orkg:R254301,orkg:R254307,50.0,5_10,,,orkg:R254311,orkg:R254326,orkg:R254353,70,,site: SPL
Todd_2006_JApplPhysiol_16675612.pdf,10.1152/japplphysiol.01399.2005,R61,orkg:R254175,,orkg:R254177,orkg:R254301,orkg:R254307,100.0,5_10,0.1,,orkg:R254311,orkg:R254326,,,,multiple stimulators; frq: 2 Hz iTBS; coil: defined for spTMS
Todd_2006_JApplPhysiol_16675612.pdf,10.1152/japplphysiol.01399.2005,R61,orkg:R254175,,orkg:R254177,orkg:R254301,orkg:R254307,100.0,5_10,0.1,,orkg:R254311,orkg:R254326,,,,multiple stimulators; frq: 2 Hz iTBS; coil: defined for spTMS
Todd_2006_JApplPhysiol_16675612.pdf,10.1152/japplphysiol.01399.2005,R61,orkg:R254175,,orkg:R254177,orkg:R254301,orkg:R254307,100.0,5_10,0.1,,orkg:R254311,orkg:R254326,,,,multiple stimulators; frq: 2 Hz iTBS; coil: defined for spTMS
Todd_2006_JApplPhysiol_16675612.pdf,10.1152/japplphysiol.01399.2005,R61,orkg:R254175,,orkg:R254177,orkg:R254301,orkg:R254307,100.0,5_10,0.1,,orkg:R254311,orkg:R254326,,,,multiple stimulators; frq: 6 Hz iTBS; coil: defined for spTMS
Todd_2006_JApplPhysiol_16675612.pdf,10.1152/japplphysiol.01399.2005,R61,orkg:R254175,,orkg:R254177,orkg:R254301,orkg:R254307,100.0,5_10,0.1,,orkg:R254311,orkg:R254326,,,,multiple stimulators; frq: 6 Hz iTBS; coil: defined for spTMS
Todd_2006_JApplPhysiol_16675612.pdf,10.1152/japplphysiol.01399.2005,R61,orkg:R254175,,orkg:R254177,orkg:R254301,orkg:R254307,100.0,5_10,0.1,,orkg:R254311,orkg:R254326,,,,multiple stimulators; frq: 6 Hz iTBS; coil: defined for spTMS
Trojano_2006_Neuropsychologia_16529780.pdf,10.1016/j.neuropsychologia.2006.01.017,R61,orkg:R254150,1,orkg:R254178,orkg:R254301,orkg:R254308,,,,,orkg:R254311,,orkg:R254353,90,,site: P3; stim_mo: custom; coil_siz: external wing diameter
Trojano_2006_Neuropsychologia_16529780.pdf,10.1016/j.neuropsychologia.2006.01.017,R61,orkg:R254150,1,orkg:R254178,orkg:R254301,orkg:R254308,,,,,orkg:R254311,,orkg:R254353,90,,site: P4; stim_mo: custom; coil_siz: external wing diameter
Vanderhasselt_2006_ExpBrainRes_16418843.pdf,10.1007/s00221-005-0344-z,R61,orkg:R254150,,orkg:R254179,,,,,,,orkg:R254311,orkg:R254322,orkg:R254353,,,
Agostino_2007_ExpbrainRes_17265042.pdf,10.1007/s00221-006-0838-3,R61,orkg:R254150,5,orkg:R254178,orkg:R254301,orkg:R254307,50.0,5_10,,,orkg:R254311,orkg:R254326,orkg:R254353,90,,
Avanzino_2007_JPhysiol_17556392.pdf,10.1113/jphysiol.2007.134510,R61,orkg:R254150,5,orkg:R254178,orkg:R254301,orkg:R254307,50.0,5_10,,39.0,orkg:R254311,orkg:R254325,orkg:R254353,90,,experiment: 2; coil_siz: mean loop diameter
Bortolomasi_2007_PsychiatryRes_17303249.pdf,10.1016/j.psychres.2006.04.010,R61,orkg:R254150,20,orkg:R254179,orkg:R254301,,,,,,orkg:R254311,orkg:R254325,orkg:R254354,90,,coil_siz: external 
Centonze_2007_Neurology_17389310.pdf,10.1212/01.wnl.0000257818.16952.62,R61,orkg:R254150,5,orkg:R254178,orkg:R254301,orkg:R254307,50.0,3_5,,,orkg:R254311,orkg:R254325,orkg:R254353,70,,
