paper:title,paper:doi,paper:research_field,orkg:P78000,orkg:P78001,orkg:P78002,orkg:P78003,orkg:P78005,orkg:P78006,orkg:P78007,orkg:P78008,orkg:P78009,orkg:P78010,orkg:P78011,orkg:P78012,orkg:P78013,orkg:P78014,orkg:P78015
Turatto_2004_Neuroreport_15538193.pdf,10.1097/00001756-200411150-00024,R61,orkg:R254150,10,orkg:R254178,orkg:R254301,orkg:R254308,,3_6,,,orkg:R254311,orkg:R254325,orkg:R254353,70,,site: right DLPFC
Turatto_2004_Neuroreport_15538193.pdf,10.1097/00001756-200411150-00024,R61,orkg:R254150,10,orkg:R254178,orkg:R254301,orkg:R254308,,3_6,,,orkg:R254311,orkg:R254325,orkg:R254353,70,,site: left DLPFC
Young_2004_Neurocase_15788259.pdf,10.1080/13554790490495140,R61,orkg:R254150,0.9,orkg:R254177,orkg:R254301,orkg:R254307,100.0,1_10,0.05,,orkg:R254311,orkg:R254333,orkg:R254353,,,stim_mo: 3 stimulators linked together; condition: 3; MSO range: 33-50%
Bajbouj_2005_JECT_16301886.pdf,10.1097/01.yct.0000180039.12176.9c,R61,orkg:R254150,20,orkg:R254178,,,,,,25.5,orkg:R254310,orkg:R254323,orkg:R254353,70,,medication:150 mg of venlafaxine & 150 mg of sertraline ; MSO range: 25.5-34%
Fitzgerald_2005_JClinPsychopharmacol_16012279.pdf,10.1097/01.jcp.0000168487.22140.7f,R61,orkg:R254150,1,orkg:R254178,orkg:R254301,orkg:R254307,50.0,5_10,,,orkg:R254311,orkg:R254326,orkg:R254353,70,,
Glover_2005_JCognNeurosci_15701244.pdf,10.1162/0898929052880066,R61,orkg:R254150,10,orkg:R254177,,orkg:R254308,,,0.1,,orkg:R254311,orkg:R254325,orkg:R254353,,,experiment: 1; timing; MSO range: 45-65%; multiple task paradigms
Glover_2005_JCognNeurosci_15701244.pdf,10.1162/0898929052880066,R61,orkg:R254150,10,orkg:R254177,,orkg:R254308,,,0.1,,orkg:R254311,orkg:R254325,orkg:R254353,,,experiment: 2; timing; MSO range: 45-65%; multiple task paradigms
Inghilleri_2005_ExpBrainRes_15940502.pdf,10.1007/s00221-005-2225-x,R61,orkg:R254150,5,orkg:R254178,orkg:R254301,orkg:R254307,50.0,5_10,,,orkg:R254311,orkg:R254325,orkg:R254353,,,
Jandl_2005_NeuralTransm_15517429.pdf,10.1007/s00702-004-0229-5,R61,orkg:R254150,10,orkg:R254178,orkg:R254301,orkg:R254307,,5_10,,,orkg:R254310,orkg:R254323,orkg:R254354,60,orkg:R254358,
Koch_2005_Neuroimage_15588594.pdf,10.1016/j.neuroimage.2004.09.042,R61,orkg:R254150,25,orkg:R254179,orkg:R254301,orkg:R254308,,5_10,,,orkg:R254311,orkg:R254325,orkg:R254353,70,,site: DLPFC
