paper:title,paper:doi,paper:research_field,orkg:P78000,orkg:P78001,orkg:P78002,orkg:P78003,orkg:P78005,orkg:P78006,orkg:P78007,orkg:P78008,orkg:P78009,orkg:P78010,orkg:P78011,orkg:P78012,orkg:P78013,orkg:P78014,orkg:P78015
Arias_2010_SleepMed_20674489.pdf,10.1016/j.sleep.2010.05.003,R61,orkg:R254150,1,orkg:R254178,orkg:R254301,orkg:R254307,50.0,5_10,,,orkg:R254311,orkg:R254325,orkg:R254354,90,orkg:R254371,
Calvo-Merino_2010_ExpBrainRes_20473752.pdf,10.1007/s00221-010-2283-6,R61,orkg:R254150,10,orkg:R254178,orkg:R254301,orkg:R254307,50.0,5_10,,52.0,orkg:R254311,orkg:R254330,orkg:R254353,70,,MSO range: 42-66%
Delvendahl_2010_ClinNeurophysiol_20074998.pdf,10.1016/j.clinph.2009.09.034,R61,orkg:R254150,0.1,orkg:R254178,,orkg:R254307,1000.0,,,,,,,,,supratrehshold protocol
Delvendahl_2010_ClinNeurophysiol_20074998.pdf,10.1016/j.clinph.2009.09.034,R61,orkg:R254150,0.1,orkg:R254178,MLTH_AW,orkg:R254307,50.0,,,33.76,,,,,,subtrehshold protocol
Filipovic_2010_ClinNeurophysiol_20350836.pdf,10.1016/j.clinph.2010.01.031,R61,orkg:R254150,1,orkg:R254177,orkg:R254301,orkg:R254307,200.0,5_10,0.2,43.65,orkg:R254311,orkg:R254325,orkg:R254353,70,,mt_uV: or 300; si_pct: just below the active motor threshold
Huang_2010_MovDisord_20309999.pdf,10.1002/mds.22814,R61,orkg:R254154,,orkg:R254177,orkg:R254301,orkg:R254307,200.0,5_10,,,orkg:R254311,orkg:R254340,orkg:R254353,70,,protocol: 300 pulses; group: WC
Huang_2010_MovDisord_20309999.pdf,10.1002/mds.22814,R61,orkg:R254154,,orkg:R254177,orkg:R254301,orkg:R254307,200.0,5_10,,,orkg:R254311,orkg:R254340,orkg:R254353,70,,protocol: 600 pulses; group: WC
Huang_2010_MovDisord_20309999.pdf,10.1002/mds.22814,R61,orkg:R254154,,orkg:R254177,orkg:R254301,orkg:R254307,200.0,5_10,,,orkg:R254311,orkg:R254340,orkg:R254353,70,,protocol: 300 pulses; group: control
Huang_2010_MovDisord_20309999.pdf,10.1002/mds.22814,R61,orkg:R254154,,orkg:R254177,orkg:R254301,orkg:R254307,200.0,5_10,,,orkg:R254311,orkg:R254340,orkg:R254353,70,,protocol: 600 pulses; group: control
Hwang_2010_BrainRes_20226772.pdf,10.1016/j.brainres.2010.03.013,R61,orkg:R254150,10,orkg:R254179,CITE,,,,,,orkg:R254311,orkg:R254330,orkg:R254353,,,
Katayama_2010_ClinNeurophysiol_20554474.pdf,10.1016/j.clinph.2010.05.014,R61,orkg:R254154,,orkg:R254177,orkg:R254301,orkg:R254307,200.0,5_10,,,orkg:R254311,orkg:R254340,orkg:R254353,90,,coil_siz: mean loop diameter
Katayama_2010_ClinNeurophysiol_20554474.pdf,10.1016/j.clinph.2010.05.014,R61,orkg:R254175,,orkg:R254177,orkg:R254301,orkg:R254307,200.0,5_10,,,orkg:R254311,orkg:R254340,orkg:R254353,90,,coil_siz: mean loop diameter
Kobayashi_2010_RestorNeurolNeurosci_20714068.pdf,10.3233/RNN-2010-0562,R61,orkg:R254150,1,orkg:R254178,orkg:R254301,orkg:R254307,50.0,5_10,,,orkg:R254311,orkg:R254325,orkg:R254353,70,,ipsilateral
Kobayashi_2010_RestorNeurolNeurosci_20714068.pdf,10.3233/RNN-2010-0562,R61,orkg:R254150,1,orkg:R254178,orkg:R254301,orkg:R254307,50.0,5_10,,,orkg:R254311,orkg:R254325,orkg:R254353,70,,contralateral
Meppelink_2010_JNeurolNeurosurgPsychiatry_20547615.pdf,10.1136/jnnp.2009.183087,R61,orkg:R254150,1,orkg:R254182,,,,,,80.0,,,,,,site: V5/MT; sparse information
Moore_2010_ProcBiolSci_20375048.pdf,10.1098/rspb.2010.0404,R61,orkg:R254154,,orkg:R254177,orkg:R254301,orkg:R254307,200.0,5_10,5-10%,,orkg:R254311,orkg:R254326,orkg:R254353,70,,site: pre-SMA
Moore_2010_ProcBiolSci_20375048.pdf,10.1098/rspb.2010.0404,R61,orkg:R254154,,orkg:R254177,orkg:R254301,orkg:R254307,200.0,5_10,5-10%,,orkg:R254311,orkg:R254326,orkg:R254353,70,,site: sensorymotor hand area
Oberman_2010_FrontSynapticNeurosci_21423512.pdf,10.3389/fnsyn.2010.00026,R61,orkg:R254154,,orkg:R254177,orkg:R254301,orkg:R254307,200.0,5_10,0.2,,orkg:R254311,orkg:R254326,orkg:R254353,,,group: healthy
Oberman_2010_FrontSynapticNeurosci_21423512.pdf,10.3389/fnsyn.2010.00026,R61,orkg:R254175,,orkg:R254177,orkg:R254301,orkg:R254307,200.0,5_10,0.2,,orkg:R254311,orkg:R254326,orkg:R254353,,,group: healthy
Oberman_2010_FrontSynapticNeurosci_21423512.pdf,10.3389/fnsyn.2010.00026,R61,orkg:R254154,,orkg:R254177,orkg:R254301,orkg:R254307,200.0,5_10,0.2,,orkg:R254311,orkg:R254326,orkg:R254353,,,group: FXS
Oberman_2010_FrontSynapticNeurosci_21423512.pdf,10.3389/fnsyn.2010.00026,R61,orkg:R254175,,orkg:R254177,orkg:R254301,orkg:R254307,200.0,5_10,0.2,,orkg:R254311,orkg:R254326,orkg:R254353,,,group: FXS
Oberman_2010_FrontSynapticNeurosci_21423512.pdf,10.3389/fnsyn.2010.00026,R61,orkg:R254154,,orkg:R254177,orkg:R254301,orkg:R254307,200.0,5_10,0.2,,orkg:R254311,orkg:R254326,orkg:R254353,,,group: ASD
Oberman_2010_FrontSynapticNeurosci_21423512.pdf,10.3389/fnsyn.2010.00026,R61,orkg:R254175,,orkg:R254177,orkg:R254301,orkg:R254307,200.0,5_10,0.2,,orkg:R254311,orkg:R254326,orkg:R254353,,,group: ASD
Verbruggen_2010_ProcNatlAcadSciUSA_20631303.pdf,10.1073/pnas.1001957107,R61,orkg:R254154,,TT,,,,,,30.0,orkg:R254311,orkg:R254340,orkg:R254353,70,,site: rIFC; MSO range: 20-39%
Verbruggen_2010_ProcNatlAcadSciUSA_20631303.pdf,10.1073/pnas.1001957107,R61,orkg:R254154,,TT,,,,,,30.0,orkg:R254311,orkg:R254340,orkg:R254353,70,,site: pre-SMA; MSO range: 20-39%
Wankerl_2010_JNeurosci_20445045.pdf,10.1523/JNEUROSCI.4673-09.2010,R61,orkg:R254154,,orkg:R254178,orkg:R254301,orkg:R254307,50.0,5_10,,34.0,orkg:R254310,orkg:R254337,orkg:R254353,,orkg:R254359,experiment: 1a-b; protocol: 300 pulses; cTBS + multiple medications; mso: Table 1
Wankerl_2010_JNeurosci_20445045.pdf,10.1523/JNEUROSCI.4673-09.2010,R61,orkg:R254154,,orkg:R254178,orkg:R254301,orkg:R254307,50.0,5_10,,33.0,orkg:R254310,orkg:R254337,orkg:R254353,,orkg:R254359,experiment: 2; protocol: 300 pulses; cTBS + multiple medications and tasks; mso: Table 1
Wiener_2010_JCognNeurosci_19199426.pdf,10.1162/jocn.2009.21191,R61,orkg:R254150,10,orkg:R254179,,orkg:R254307,,0.5,,,orkg:R254311,orkg:R254325,orkg:R254353,70,orkg:R254364,experiment: 1; site: left SMG
Wiener_2010_JCognNeurosci_19199426.pdf,10.1162/jocn.2009.21191,R61,orkg:R254150,10,orkg:R254179,,orkg:R254307,,0.5,,,orkg:R254311,orkg:R254325,orkg:R254353,70,orkg:R254364,experiment: 1; site: right SMG
Wiener_2010_JCognNeurosci_19199426.pdf,10.1162/jocn.2009.21191,R61,orkg:R254150,10,orkg:R254179,,orkg:R254307,,0.5,,,orkg:R254311,orkg:R254325,orkg:R254353,70,orkg:R254364,experiment: 2; site: left SMG
Wiener_2010_JCognNeurosci_19199426.pdf,10.1162/jocn.2009.21191,R61,orkg:R254150,10,orkg:R254179,,orkg:R254307,,0.5,,,orkg:R254311,orkg:R254325,orkg:R254353,70,orkg:R254364,experiment: 2; site: right SMG
Barwood_2011_BrainLang_20678791.pdf,10.1016/j.bandl.2010.07.004,R61,orkg:R254150,1,orkg:R254178,orkg:R254301,orkg:R254307,50.0,5_10,,,orkg:R254311,,orkg:R254353,70,,site: Brocas area (pars triangularis); MSO range
Crdenas-Morales_2011_HumBrainMapp_21181786.pdf,10.1002/hbm.21160,R61,orkg:R254175,,orkg:R254177,orkg:R254301,orkg:R254307,200.0,,0.1,,orkg:R254310,orkg:R254337,orkg:R254353,,orkg:R254359,th_ri: averaged method
DiLazzaro_2011_JNeurophysiol_21346213.pdf,10.1152/jn.00781.2010,R61,orkg:R254150,1,orkg:R254178,orkg:R254301,orkg:R254307,50.0,5_10,,54.01,orkg:R254310,orkg:R254323,orkg:R254353,,orkg:R254362,mso: Table 2
