paper:title,paper:doi,paper:research_field,orkg:P78000,orkg:P78001,orkg:P78002,orkg:P78003,orkg:P78005,orkg:P78006,orkg:P78007,orkg:P78008,orkg:P78009,orkg:P78010,orkg:P78011,orkg:P78012,orkg:P78013,orkg:P78014,orkg:P78015
Woollams_2017_BrainStructFunct_28756485.pdf,10.1007/s00429-017-1430-2,R61,orkg:R254150,1,orkg:R254179,,,,,,61.0,orkg:R254311,orkg:R254340,orkg:R254353,70,,site: left ATL
Woollams_2017_BrainStructFunct_28756485.pdf,10.1007/s00429-017-1430-2,R61,orkg:R254150,1,orkg:R254179,,,,,,61.0,orkg:R254311,orkg:R254340,orkg:R254353,70,,site: right ATL
Yazar_2017_BrainStimul_28283370.pdf,10.1016/j.brs.2017.02.011,R61,orkg:R254154,,orkg:R254178,,,,,,,orkg:R254311,orkg:R254340,orkg:R254353,70,,site: left AG
Albuquerque_2018_PLoSOne_29596524.pdf,10.1371/journal.pone.0195276,R61,orkg:R254150,1,orkg:R254178,orkg:R254306,orkg:R254307,50.0,,,,orkg:R254311,orkg:R254325,orkg:R254353,,,
Albuquerque_2018_PLoSOne_29596524.pdf,10.1371/journal.pone.0195276,R61,orkg:R254150,20,orkg:R254178,orkg:R254306,orkg:R254307,50.0,,,,orkg:R254311,orkg:R254325,orkg:R254353,,,
Anderkova_2018_NeuralPlast_29725346.pdf,10.1155/2018/3106918,R61,orkg:R254175,,orkg:R254177,,,,,,,orkg:R254319,orkg:R254346,orkg:R254353,70,orkg:R254383,site: rIFG
Anderkova_2018_NeuralPlast_29725346.pdf,10.1155/2018/3106918,R61,orkg:R254154,,orkg:R254177,,,,,,,orkg:R254319,orkg:R254346,orkg:R254353,70,orkg:R254383,site: rIFG
Anderkova_2018_NeuralPlast_29725346.pdf,10.1155/2018/3106918,R61,orkg:R254175,,orkg:R254177,,,,,,,orkg:R254319,orkg:R254346,orkg:R254353,70,orkg:R254383,site: lSPL
Anderkova_2018_NeuralPlast_29725346.pdf,10.1155/2018/3106918,R61,orkg:R254154,,orkg:R254177,,,,,,,orkg:R254319,orkg:R254346,orkg:R254353,70,orkg:R254383,site: lSPL
Cao_2018_NeurosciLett_30243883.pdf,10.1016/j.neulet.2018.09.032,R61,orkg:R254175,,orkg:R254178,orkg:R254301,orkg:R254307,100.0,5_10,,,orkg:R254311,,orkg:R254353,95,,coil_siz: outer diameter; stimulator: model 2002 cannot do rTMS
Cao_2018_NeurosciLett_30243883.pdf,10.1016/j.neulet.2018.09.032,R61,orkg:R254154,,orkg:R254178,orkg:R254301,orkg:R254307,100.0,5_10,,,orkg:R254311,,orkg:R254353,95,,coil_siz: outer diameter; stimulator: model 2002 cannot do rTMS
Du_2018_TranslPsychiatry_29520002.pdf,10.1038/s41398-017-0005-6,R61,orkg:R254150,10,orkg:R254178,,,,,,,orkg:R254317,orkg:R254344,,,,site: left DLPFC
Hodaj_2018_NeurophysiolClin_29910145.pdf,10.1016/j.neucli.2018.05.039,R61,orkg:R254150,10,orkg:R254178,,,,,,,orkg:R254314,,orkg:R254353,97,orkg:R254360,"coil_siz: outer diameter 97, inner diameter 23"
Huang_2018_AmJPhysMedRehabil_29023249.pdf,10.1097/PHM.0000000000000850,R61,orkg:R254150,1,orkg:R254177,orkg:R254301,orkg:R254307,100.0,5_10,,51.12,orkg:R254311,orkg:R254340,orkg:R254355,110,orkg:R254365,mt_contr: REF25
