paper:title,paper:doi,paper:research_field,orkg:P78000,orkg:P78001,orkg:P78002,orkg:P78003,orkg:P78005,orkg:P78006,orkg:P78007,orkg:P78008,orkg:P78009,orkg:P78010,orkg:P78011,orkg:P78012,orkg:P78013,orkg:P78014,orkg:P78015
Han_2019_JNeurosciMethods_31181244.pdf,10.1016/j.jneumeth.2019.05.017,R61,orkg:R254150,1,orkg:R254178,orkg:R254301,orkg:R254307,50.0,5_10,,,orkg:R254320,,orkg:R254353,74,,
Jahangard_2019_JAffectDisord_31323594.pdf,10.1016/j.jad.2019.07.019,R61,orkg:R254150,20,orkg:R254178,CITE,orkg:R254308,,,,,orkg:R254311,,,70,orkg:R254379,site: left DLFPC
Jahangard_2019_JAffectDisord_31323594.pdf,10.1016/j.jad.2019.07.019,R61,orkg:R254150,20,orkg:R254178,CITE,orkg:R254308,,,,,orkg:R254311,,,70,orkg:R254379,site: left IPL
Jansen_2019_FrontPsychiatry_31133889.pdf,10.3389/fpsyt.2019.00272,R61,orkg:R254150,10,orkg:R254179,,,,,,,orkg:R254311,orkg:R254340,,70,orkg:R254379,site: dlPFC
Kaster_2019_AmJPsychiatry_30764649.pdf,10.1176/appi.ajp.2018.18091096,R61,orkg:R254150,10,orkg:R254178,CITE,orkg:R254308,,,,,orkg:R254314,orkg:R254337,orkg:R254353,,orkg:R254370,multiple stimulators
Padala_2019_JNeuropsychiatryClinNeurosci_30561282.pdf,10.1176/appi.neuropsych.18100224,R61,orkg:R254150,10,orkg:R254179,orkg:R254347,,,,,,orkg:R254313,orkg:R254347,,,,
Salatino_2019_FrontPsychol_31191393.pdf,10.3389/fpsyg.2019.01169,R61,orkg:R254150,,orkg:R254178,orkg:R254301,orkg:R254308,,5_10,,57.5,orkg:R254311,orkg:R254327,orkg:R254353,70,,frq: LF rTMS
Shin_2019_Cerebellum_31256315.pdf,10.1007/s12311-019-01054-0,R61,orkg:R254150,1,orkg:R254178,orkg:R254301,orkg:R254307,50.0,5_10,,80.0,,,,,,
Shin_2019_ParkinsonismRelatDisord_30928207.pdf,10.1016/j.parkreldis.2019.03.019,R61,orkg:R254150,1,orkg:R254178,orkg:R254301,orkg:R254307,50.0,5_10,,,orkg:R254311,orkg:R254340,orkg:R254353,70,,site: left cerebellum
Shin_2019_ParkinsonismRelatDisord_30928207.pdf,10.1016/j.parkreldis.2019.03.019,R61,orkg:R254150,1,orkg:R254178,orkg:R254301,orkg:R254307,50.0,5_10,,,orkg:R254311,orkg:R254340,orkg:R254353,70,,site: right cerebellum
Si_2019_CerebCortex_30535319.pdf,10.1093/cercor/bhy294,R61,orkg:R254175,,orkg:R254179,CITE,,,,,,orkg:R254311,orkg:R254327,orkg:R254353,70,,site: frontal area
Si_2019_CerebCortex_30535319.pdf,10.1093/cercor/bhy294,R61,orkg:R254154,,orkg:R254179,CITE,,,,,,orkg:R254311,orkg:R254327,orkg:R254353,70,,site: frontal area
Tarameshlu_2019_IntJRehabilRes_30676426.pdf,10.1097/MRR.0000000000000336,R61,orkg:R254150,1,orkg:R254178,orkg:R254301,orkg:R254307,,,,,orkg:R254311,orkg:R254326,orkg:R254353,,,
WeissLucas_2019_BrainTopogr_30673935.pdf,10.1007/s10548-019-00698-9,R61,orkg:R254150,10,orkg:R254180,orkg:R254301,,,5_10,,35.0,orkg:R254315,orkg:R254348,orkg:R254353,,,FL: motor inhibition threshold
WeissLucas_2019_BrainTopogr_30673935.pdf,10.1007/s10548-019-00698-9,R61,orkg:R254150,30,orkg:R254180,orkg:R254301,,,5_10,,31.0,orkg:R254315,orkg:R254348,orkg:R254353,,,FL: motor inhibition threshold
WeissLucas_2019_BrainTopogr_30673935.pdf,10.1007/s10548-019-00698-9,R61,orkg:R254150,50,orkg:R254180,orkg:R254301,,,5_10,,30.0,orkg:R254315,orkg:R254348,orkg:R254353,,,FL: motor inhibition threshold
Baeken_2020_BrainStimul_32512184.pdf,10.1016/j.brs.2020.05.015,R61,orkg:R254175,,orkg:R254178,,,,,,66.968,orkg:R254311,orkg:R254349,orkg:R254353,70,orkg:R254379,site: DLFPC
Beynel_2020_BrainSci_32349366.pdf,10.3390/brainsci10050255,R61,orkg:R254150,5,orkg:R254183,,,,,,,orkg:R254314,,,,orkg:R254373,site: left lateral parietal cortex
Beynel_2020_BrainSci_32349366.pdf,10.3390/brainsci10050255,R61,orkg:R254150,5,orkg:R254183,,,,,,,orkg:R254314,,,,orkg:R254373,site: left lateral parietal cortex
