paper:title,paper:doi,paper:research_field,orkg:P78000,orkg:P78001,orkg:P78002,orkg:P78003,orkg:P78005,orkg:P78006,orkg:P78007,orkg:P78008,orkg:P78009,orkg:P78010,orkg:P78011,orkg:P78012,orkg:P78013,orkg:P78014,orkg:P78015
vanSchouwenburg_2012_JNeurosci_22514324.pdf,10.1523/JNEUROSCI.6428-11.2012,R61,orkg:R254150,10,orkg:R254178,orkg:R254301,orkg:R254307,50.0,5_10,,48.3,orkg:R254311,orkg:R254326,orkg:R254353,70,,site: M1
Acheson_2013_JCognNeurosci_23767923.pdf,10.1162/jocn_a_00430,R61,orkg:R254154,,orkg:R254177,orkg:R254301,orkg:R254307,200.0,5_10,15,33.0,orkg:R254311,orkg:R254326,orkg:R254353,70,,site: left MTG
Acheson_2013_JCognNeurosci_23767923.pdf,10.1162/jocn_a_00430,R61,orkg:R254154,,orkg:R254177,orkg:R254301,orkg:R254307,200.0,5_10,15,33.0,orkg:R254311,orkg:R254326,orkg:R254353,70,,site: left IFG
Balconi_2013_PsyhiatryRes_23601793.pdf,10.1016/j.psychres.2013.03.032,R61,orkg:R254150,5,orkg:R254179,orkg:R254301,orkg:R254308,,8_10,,,orkg:R254311,orkg:R254327,orkg:R254353,70,,
Garg_2013_JECT_23303419.pdf,10.1097/YCT.0b013e3182706aa1,R61,orkg:R254150,5,orkg:R254178,CITE,,,,,,orkg:R254311,orkg:R254325,orkg:R254355,,orkg:R254365,"coil_mo: probably a double cone coil described as ""double-angled shaped"" coil"
Garg_2013_JECT_23303419.pdf,10.1097/YCT.0b013e3182706aa1,R61,orkg:R254150,6,orkg:R254178,CITE,,,,,,orkg:R254311,orkg:R254325,orkg:R254355,,orkg:R254365,"coil_mo: probably a double cone coil described as ""double-angled shaped"" coil"
Garg_2013_JECT_23303419.pdf,10.1097/YCT.0b013e3182706aa1,R61,orkg:R254150,7,orkg:R254178,CITE,,,,,,orkg:R254311,orkg:R254325,F8-D ,,orkg:R254365,"coil_mo: probably a double cone coil described as ""double-angled shaped"" coil"
Gratton_2013_FrontSystNeurosci_24416003.pdf,10.3389/fnsys.2013.00124,R61,orkg:R254154,,orkg:R254177,orkg:R254301,orkg:R254307,,5_10,0.2,,orkg:R254311,orkg:R254325,orkg:R254353,70,,site: left dorsolateral prefrontal cortex 
Gratton_2013_FrontSystNeurosci_24416003.pdf,10.3389/fnsys.2013.00124,R61,orkg:R254154,,orkg:R254177,orkg:R254301,orkg:R254307,,5_10,0.2,,orkg:R254311,orkg:R254325,orkg:R254353,70,,site: left anterior insula/frontal operculum
Gratton_2013_FrontSystNeurosci_24416003.pdf,10.3389/fnsys.2013.00124,R61,orkg:R254154,,orkg:R254177,orkg:R254301,orkg:R254307,,5_10,0.2,,orkg:R254311,orkg:R254325,orkg:R254353,70,,site: left primary somatosensory cortex
