paper:title,paper:doi,paper:research_field,orkg:P78000,orkg:P78001,orkg:P78002,orkg:P78003,orkg:P78005,orkg:P78006,orkg:P78007,orkg:P78008,orkg:P78009,orkg:P78010,orkg:P78011,orkg:P78012,orkg:P78013,orkg:P78014,orkg:P78015
Graf_2001_PsychiatryRes_11472859.pdf,10.1016/s0925-4927(01)00083-x,R61,orkg:R254150,20,orkg:R254179,,,,,,65.0,orkg:R254309,orkg:R254324,orkg:R254353,75,orkg:R254363,coil_sit: outer diameter
Jing_2001_ClinNeurophysiol_11165534.pdf,10.1016/s1388-2457(00)00540-x,R61,orkg:R254150,10,orkg:R254179,,,,,,,orkg:R254311,,orkg:R254353,,,
Jing_2001_JNeurol_11355151.pdf,10.1007/s004150170224,R61,orkg:R254150,10,orkg:R254179,,,,,,,orkg:R254311,orkg:R254325,orkg:R254353,,,
Loo_2001_BiolPsychiatry_11297719.pdf,10.1016/s0006-3223(00)00996-3,R61,orkg:R254150,10,orkg:R254178,,,,,,,orkg:R254311,,orkg:R254353,70,,
Modugno_2001_ExpBrainRes_11685398.pdf,10.1007/s002210100843,R61,orkg:R254150,5,orkg:R254178,,orkg:R254307,50.0,5_10,,,orkg:R254311,orkg:R254325,orkg:R254353,,,experiment: 1;
Modugno_2001_ExpBrainRes_11685398.pdf,10.1007/s002210100843,R61,orkg:R254150,10,orkg:R254178,,orkg:R254307,50.0,5_10,,,orkg:R254311,orkg:R254325,orkg:R254353,,,
Modugno_2001_ExpBrainRes_11685398.pdf,10.1007/s002210100843,R61,orkg:R254150,20,orkg:R254178,,orkg:R254307,50.0,5_10,,,orkg:R254311,orkg:R254325,orkg:R254353,,,
Modugno_2001_ExpBrainRes_11685398.pdf,10.1007/s002210100843,R61,orkg:R254150,5,orkg:R254178,,orkg:R254307,50.0,5_10,,,orkg:R254311,orkg:R254325,orkg:R254353,,,
Modugno_2001_ExpBrainRes_11685398.pdf,10.1007/s002210100843,R61,orkg:R254150,10,orkg:R254178,,orkg:R254307,50.0,5_10,,,orkg:R254311,orkg:R254325,orkg:R254353,,,
Modugno_2001_ExpBrainRes_11685398.pdf,10.1007/s002210100843,R61,orkg:R254150,20,orkg:R254178,,orkg:R254307,50.0,5_10,,,orkg:R254311,orkg:R254325,orkg:R254353,,,
Modugno_2001_ExpBrainRes_11685398.pdf,10.1007/s002210100843,R61,orkg:R254150,5,orkg:R254178,,orkg:R254307,50.0,5_10,,,orkg:R254311,orkg:R254325,orkg:R254353,,,
Modugno_2001_ExpBrainRes_11685398.pdf,10.1007/s002210100843,R61,orkg:R254150,10,orkg:R254178,,orkg:R254307,50.0,5_10,,,orkg:R254311,orkg:R254325,orkg:R254353,,,
Modugno_2001_ExpBrainRes_11685398.pdf,10.1007/s002210100843,R61,orkg:R254150,20,orkg:R254178,,orkg:R254307,50.0,5_10,,,orkg:R254311,orkg:R254325,orkg:R254353,,,
Modugno_2001_ExpBrainRes_11685398.pdf,10.1007/s002210100843,R61,orkg:R254150,5,orkg:R254178,,orkg:R254307,50.0,5_10,,,orkg:R254311,orkg:R254325,orkg:R254353,,,experiment: 2; multiple pulse numbers
Niehaus_2001_JNeurolSci_11137517.pdf,10.1016/s0022-510x(00)00462-7,R61,orkg:R254150,10,orkg:R254179,,orkg:R254308,,,,,orkg:R254310,orkg:R254323,orkg:R254354,120,,experiment: 1; coil_siz: outer diameter; pulse per train: 2 and 5; multiple sites
Niehaus_2001_JNeurolSci_11137517.pdf,10.1016/s0022-510x(00)00462-7,R61,orkg:R254150,10,orkg:R254179,,orkg:R254308,,,,,orkg:R254310,orkg:R254323,orkg:R254354,120,,experiment: 2; coil_siz: outer diameter
Niehaus_2001_JNeurolSci_11137517.pdf,10.1016/s0022-510x(00)00462-7,R61,orkg:R254150,20,orkg:R254179,,orkg:R254308,,,,,orkg:R254310,orkg:R254323,orkg:R254354,120,,experiment: 2; coil_siz: outer diameter; pulse per train:5 and 10
Niehaus_2001_JNeurolSci_11137517.pdf,10.1016/s0022-510x(00)00462-7,R61,orkg:R254150,10,orkg:R254182,,,,,,20.0,orkg:R254310,orkg:R254323,orkg:R254354,120,,experiment: 3; coil_siz: outer diameter
Niehaus_2001_JNeurolSci_11137517.pdf,10.1016/s0022-510x(00)00462-7,R61,orkg:R254150,10,orkg:R254182,,,,,,40.0,orkg:R254310,orkg:R254323,orkg:R254354,120,,experiment: 3; coil_siz: outer diameter
Niehaus_2001_JNeurolSci_11137517.pdf,10.1016/s0022-510x(00)00462-7,R61,orkg:R254150,10,orkg:R254182,,,,,,60.0,orkg:R254310,orkg:R254323,orkg:R254354,120,,experiment: 3; coil_siz: outer diameter
Niehaus_2001_JNeurolSci_11137517.pdf,10.1016/s0022-510x(00)00462-7,R61,orkg:R254150,10,orkg:R254182,,,,,,80.0,orkg:R254310,orkg:R254323,orkg:R254354,120,,experiment: 3; coil_siz: outer diameter
Robertson_2001_CerebCortex_11415965.pdf,10.1093/cercor/11.7.628,R61,orkg:R254150,1,orkg:R254179,orkg:R254301,orkg:R254307,50.0,6_10,,,orkg:R254311,orkg:R254326,orkg:R254353,70,,site: prefrontal; multiple tasks
Robertson_2001_CerebCortex_11415965.pdf,10.1093/cercor/11.7.628,R61,orkg:R254150,1,orkg:R254179,orkg:R254301,orkg:R254307,50.0,6_10,,,orkg:R254311,orkg:R254326,orkg:R254353,70,,site: parietal; multiple tasks
Rollnik_2001_MuscleNerve_11150973.pdf,10.1002/1097-4598(200101)24:1<112::aid-mus15>3.0.co;2-7,R61,orkg:R254150,5,orkg:R254179,orkg:R254301,orkg:R254307,50.0,3_4,,35.28,orkg:R254311,orkg:R254325,orkg:R254353, ,,rTMS only
Rollnik_2001_MuscleNerve_11150973.pdf,10.1002/1097-4598(200101)24:1<112::aid-mus15>3.0.co;2-7,R61,orkg:R254150,5,orkg:R254179,orkg:R254301,orkg:R254307,50.0,3_4,,35.28,orkg:R254311,orkg:R254325,orkg:R254353, ,,rTMS + muscle vibration
Schutter_2001_Neuroreport_11234743.pdf,10.1097/00001756-200103050-00005,R61,orkg:R254150,1,orkg:R254179,CITE,orkg:R254308,,,,,orkg:R254312,orkg:R254328,,,,
Sparing_2001_JClinNeurophysiol_11673698.pdf,10.1097/00004691-200107000-00004,R61,orkg:R254150,1,orkg:R254182,,,,,,55.0,orkg:R254311,orkg:R254325,orkg:R254353,,,experiment: 1
Sparing_2001_JClinNeurophysiol_11673698.pdf,10.1097/00004691-200107000-00004,R61,orkg:R254150,20,orkg:R254182,,,,,,55.0,orkg:R254311,orkg:R254325,orkg:R254353,,,experiment: 2
Sparing_2001_JClinNeurophysiol_11673698.pdf,10.1097/00004691-200107000-00004,R61,orkg:R254150,20,orkg:R254182,,,,,,45.0,orkg:R254311,orkg:R254325,orkg:R254353,,,experiment: 2
