paper:title,paper:doi,paper:research_field,orkg:P78000,orkg:P78001,orkg:P78002,orkg:P78003,orkg:P78005,orkg:P78006,orkg:P78007,orkg:P78008,orkg:P78009,orkg:P78010,orkg:P78011,orkg:P78012,orkg:P78013,orkg:P78014,orkg:P78015
Bestmann_2003_Neuroimage_14642478.pdf,10.1016/j.neuroimage.2003.07.028,R61,orkg:R254150,4,orkg:R254177,orkg:R254301,orkg:R254308,,2_4,0.1,,orkg:R254311,orkg:R254325,orkg:R254353,70,,MSO range: 56-89%
Bestmann_2003_Neuroimage_14642478.pdf,10.1016/j.neuroimage.2003.07.028,R61,orkg:R254150,4,orkg:R254177,orkg:R254301,orkg:R254308,,2_4,0.1,,orkg:R254311,orkg:R254325,orkg:R254353,70,,MSO range: 56-89%
Brighina_2003_EurJNeurosci_12814379.pdf,10.1046/j.1460-9568.2003.02679.x,R61,orkg:R254150,1,orkg:R254179,orkg:R254301,orkg:R254307,50.0,5_10,,,orkg:R254309,orkg:R254335,orkg:R254353,,,site: O1
Brighina_2003_EurJNeurosci_12814379.pdf,10.1046/j.1460-9568.2003.02679.x,R61,orkg:R254150,1,orkg:R254179,orkg:R254301,orkg:R254307,50.0,5_10,,,orkg:R254309,orkg:R254335,orkg:R254353,,,site: O2
Brighina_2003_NeurosciLett_12499057.pdf,10.1016/s0304-3940(02)01283-1,R61,orkg:R254150,1,orkg:R254179,orkg:R254301,orkg:R254307,50.0,5_10,,48.9,orkg:R254309,,orkg:R254353,45,orkg:R254363,coil_siz: each loop diameter; MSO individual
Eichhammer_2003_JClinPsychiatry_12927012.pdf,10.4088/jcp.v64n0815,R61,orkg:R254150,20,orkg:R254179,,,,,,,orkg:R254311,,,,,device: sparse information
Gilio_2003_JPhysiol_12821724.pdf,10.1113/jphysiol.2003.044313,R61,orkg:R254150,1,orkg:R254178,,orkg:R254307,50.0,5_10,,,orkg:R254311,orkg:R254325,orkg:R254353,90,,coil_siz: mean loop diameter; si_app: to elicit left to right IHI at 10ms of 70%
Hoffman_2003_ArchGenPsychiatry_12511172.pdf,10.1001/archpsyc.60.1.49,R61,orkg:R254150,1,orkg:R254179,orkg:R254301,orkg:R254308,,4_8,,,orkg:R254311,orkg:R254326,orkg:R254353,70,orkg:R254364,"stim_mo: reported as ""Magstim Super System"""
Hå»pner_2003_EurArchPsychiatryClinNeurosci_12799750.pdf,10.1007/s00406-003-0416-7,R61,orkg:R254150,20,orkg:R254178,orkg:R254301,orkg:R254307,50.0,5_10,,,orkg:R254310,orkg:R254332,orkg:R254353,,,
Hå»pner_2003_EurArchPsychiatryClinNeurosci_12799750.pdf,10.1007/s00406-003-0416-7,R61,orkg:R254150,1,orkg:R254178,orkg:R254301,orkg:R254307,50.0,5_10,,,orkg:R254310,orkg:R254332,orkg:R254353,,,
Klimesch_2003_EurJNeurosc_12653991.pdf,10.1046/j.1460-9568.2003.02517.x,R61,orkg:R254150,9.7,orkg:R254179,orkg:R254301,orkg:R254307,50.0,5_10,,57.3,orkg:R254311,orkg:R254325,orkg:R254353,70,,site: P6; frq: IAF+1Hz
Klimesch_2003_EurJNeurosc_12653991.pdf,10.1046/j.1460-9568.2003.02517.x,R61,orkg:R254150,9.7,orkg:R254179,orkg:R254301,orkg:R254307,50.0,5_10,,57.3,orkg:R254311,orkg:R254325,orkg:R254353,70,,site: Fz; frq: IAF+1Hz
Liederman_2003_BrainLang_12681353.pdf,10.1016/s0093-934x(02)00550-3,R61,orkg:R254150,1,orkg:R254182,,,,,,70.0,orkg:R254311,orkg:R254325,orkg:R254353,,,site: V5/MT+; multiple tasks
